# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: SEALEVEL_GLO_PHY_L3_NRT_008_044
# Dataset: cmems_obs-sl_glo_phy-ssh_nrt_c2n-l3-duacs_PT1S
# Variable: Dac (dac) m

parameter,platformId,platformType,time,longitude,latitude,depth,pressure,value,valueQc
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:45.000Z,93.96435,-9.945453,0,,0.001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:46.000Z,93.95833,-10.002766,0,,0.003,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:47.000Z,93.95232,-10.060079,0,,0.002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:48.000Z,93.9463,-10.117391,0,,-0.002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:48.000Z,93.94028,-10.174703,0,,-0.011000001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:49.000Z,93.93426,-10.232014,0,,-0.022000002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:50.000Z,93.92824,-10.289326,0,,-0.033,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:51.000Z,93.92222,-10.346636,0,,-0.044000003,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:52.000Z,93.9162,-10.403946,0,,-0.052,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:53.000Z,93.91018,-10.461256,0,,-0.057000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:54.000Z,93.90415,-10.518565,0,,-0.059000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:55.000Z,93.89813,-10.575874,0,,-0.059000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:56.000Z,93.892105,-10.633183,0,,-0.059000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:57.000Z,93.88608,-10.690491,0,,-0.058000002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:58.000Z,93.88005,-10.747799,0,,-0.059000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:36:59.000Z,93.87402,-10.805106,0,,-0.061000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:00.000Z,93.868,-10.862413,0,,-0.065000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:01.000Z,93.86197,-10.919719,0,,-0.069000006,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:02.000Z,93.85594,-10.977025,0,,-0.074,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:03.000Z,93.849915,-11.034331,0,,-0.078,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:04.000Z,93.84388,-11.091636,0,,-0.081,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:05.000Z,93.83785,-11.14894,0,,-0.085,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:05.000Z,93.83182,-11.206245,0,,-0.089,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:06.000Z,93.82578,-11.263548,0,,-0.093,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:07.000Z,93.81975,-11.320852,0,,-0.098000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:08.000Z,93.81371,-11.378155,0,,-0.10300001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:09.000Z,93.80768,-11.435457,0,,-0.10700001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:10.000Z,93.80164,-11.492759,0,,-0.109000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:11.000Z,93.79561,-11.550061,0,,-0.108,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:12.000Z,93.789566,-11.607362,0,,-0.10300001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:13.000Z,93.78353,-11.664663,0,,-0.096,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:14.000Z,93.77749,-11.721963,0,,-0.087000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:15.000Z,93.77145,-11.779263,0,,-0.079,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:16.000Z,93.7654,-11.836562,0,,-0.072000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:17.000Z,93.75936,-11.893861,0,,-0.067,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:18.000Z,93.75332,-11.951159,0,,-0.065000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:19.000Z,93.74728,-12.008457,0,,-0.066,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:20.000Z,93.741234,-12.065755,0,,-0.067,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:21.000Z,93.73518,-12.123052,0,,-0.068,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:22.000Z,93.72914,-12.180349,0,,-0.066,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:22.000Z,93.72309,-12.237645,0,,-0.062000003,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:23.000Z,93.71704,-12.29494,0,,-0.055000003,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:24.000Z,93.71099,-12.352236,0,,-0.045,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:25.000Z,93.70494,-12.40953,0,,-0.034,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:26.000Z,93.69889,-12.466825,0,,-0.023000002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:27.000Z,93.69284,-12.524119,0,,-0.013,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:28.000Z,93.68679,-12.581412,0,,-0.0050000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:30.000Z,93.674675,-12.695997,0,,0.006,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:31.000Z,93.668625,-12.753289,0,,0.011000001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:32.000Z,93.66257,-12.810581,0,,0.015000001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:33.000Z,93.65651,-12.867872,0,,0.020000001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:34.000Z,93.65045,-12.925162,0,,0.026,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:35.000Z,93.64439,-12.982452,0,,0.033,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:36.000Z,93.63833,-13.039742,0,,0.041,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:37.000Z,93.63227,-13.097031,0,,0.049000002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:38.000Z,93.626205,-13.15432,0,,0.058000002,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:38.000Z,93.62014,-13.211608,0,,0.067,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:39.000Z,93.614075,-13.268895,0,,0.076000005,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:40.000Z,93.60801,-13.326183,0,,0.086,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:41.000Z,93.601944,-13.383469,0,,0.096,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:42.000Z,93.59588,-13.440756,0,,0.106000006,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:43.000Z,93.589806,-13.498041,0,,0.116000004,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:44.000Z,93.58374,-13.555326,0,,0.126,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:45.000Z,93.57767,-13.612611,0,,0.133,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:46.000Z,93.571594,-13.669895,0,,0.13800001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:47.000Z,93.56552,-13.727179,0,,0.141,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:48.000Z,93.55945,-13.784462,0,,0.14,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:49.000Z,93.553375,-13.841745,0,,0.13800001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:50.000Z,93.5473,-13.899027,0,,0.134,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:51.000Z,93.54122,-13.956309,0,,0.13000001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:52.000Z,93.53515,-14.01359,0,,0.127,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:53.000Z,93.52907,-14.070871,0,,0.125,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:54.000Z,93.52299,-14.128151,0,,0.126,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:55.000Z,93.51691,-14.185431,0,,0.12900001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:55.000Z,93.510826,-14.24271,0,,0.134,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:56.000Z,93.50474,-14.299989,0,,0.14,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:57.000Z,93.49866,-14.357267,0,,0.14600001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:58.000Z,93.49257,-14.414545,0,,0.15300001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:37:59.000Z,93.48649,-14.471822,0,,0.15900001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:00.000Z,93.4804,-14.529099,0,,0.163,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:01.000Z,93.47431,-14.586375,0,,0.16700001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:02.000Z,93.46822,-14.643651,0,,0.16800001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:03.000Z,93.46213,-14.700926,0,,0.16800001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:04.000Z,93.45604,-14.758201,0,,0.165,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:05.000Z,93.44994,-14.815475,0,,0.16100001,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:06.000Z,93.44385,-14.872748,0,,0.156,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:07.000Z,93.43776,-14.930021,0,,0.15,0
sla_filtered,Cryosat-2_New_Orbit,SAT,2026-04-15T09:38:08.000Z,93.43166,-14.987294,0,,0.14500001,0
